"SampleDate","SampleId","Region","SiteCode","TidalHeight","Transect","Meter","DensityQuadratSize","TotalShoots","FloweringShoots","CoverQuadratSize","PercentSeagrass","PercentBare","PercentOther","DensityShoots","Notes","Year"
"2021-07-20","WA.A.1.U.m4","WA","A","U","1","m4",0.25,8,0,0.25,0.4,0,0.6,32,NA,"2021"
"2021-07-20","WA.A.1.U.m8","WA","A","U","1","m8",0.25,0,0,0.25,0,0.4,0.6,0,NA,"2021"
"2021-07-20","WA.A.1.U.m12","WA","A","U","1","m12",0.25,0,0,0.25,0.01,0.69,0.3,0,NA,"2021"
"2021-07-20","WA.A.1.U.m16","WA","A","U","1","m16",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-20","WA.A.2.U.m4","WA","A","U","2","m4",0.25,0,0,0.25,0,1,0,0,NA,"2021"
"2021-07-20","WA.A.2.U.m8","WA","A","U","2","m8",0.25,2,0,0.25,0.01,0.79,0.2,8,NA,"2021"
"2021-07-20","WA.A.2.U.m12","WA","A","U","2","m12",0.25,0,0,0.25,0,0.1,0.9,0,NA,"2021"
"2021-07-20","WA.A.2.U.m16","WA","A","U","2","m16",0.25,0,0,0.25,0,0.99,0.01,0,NA,"2021"
"2021-07-20","WA.A.3.U.m4","WA","A","U","3","m4",0.25,2,0,0.25,0.05,0,0.95,8,NA,"2021"
"2021-07-20","WA.A.3.U.m8","WA","A","U","3","m8",0.25,2,1,0.25,0.05,0,0.95,8,NA,"2021"
"2021-07-20","WA.A.3.U.m12","WA","A","U","3","m12",0.25,27,0,0.25,0.25,0.05,0.7,108,NA,"2021"
"2021-07-20","WA.A.3.U.m16","WA","A","U","3","m16",0.25,0,0,0.25,0,0.15,0.85,0,NA,"2021"
"2021-07-20","WA.A.4.L.m4","WA","A","L","4","m4",0.25,14,0,0.25,0.15,0,0.85,56,NA,"2021"
"2021-07-20","WA.A.4.L.m8","WA","A","L","4","m8",0.25,10,0,0.25,0.15,0.05,0.8,40,NA,"2021"
"2021-07-20","WA.A.4.L.m12","WA","A","L","4","m12",0.25,13,0,0.25,0.3,0,0.7,52,NA,"2021"
"2021-07-20","WA.A.4.L.m16","WA","A","L","4","m16",0.25,17,5,0.25,0.15,0,0.85,68,NA,"2021"
"2021-07-20","WA.A.5.L.m4","WA","A","L","5","m4",0.25,23,0,0.25,0.3,0,0.7,92,NA,"2021"
"2021-07-20","WA.A.5.L.m8","WA","A","L","5","m8",0.25,3,0,0.25,0.01,0.01,0.98,12,NA,"2021"
"2021-07-20","WA.A.5.L.m12","WA","A","L","5","m12",0.25,6,0,0.25,0.15,0.1,0.75,24,NA,"2021"
"2021-07-20","WA.A.5.L.m16","WA","A","L","5","m16",0.25,8,0,0.25,0.15,0.03,0.82,32,NA,"2021"
"2021-07-20","WA.A.6.L.m4","WA","A","L","6","m4",0.25,0,0,0.25,0,0.03,0.97,0,"bare patch sampled 1m above transect","2021"
"2021-07-20","WA.A.6.L.m8","WA","A","L","6","m8",0.25,19,0,0.25,0.6,0,0.4,76,NA,"2021"
"2021-07-20","WA.A.6.L.m12","WA","A","L","6","m12",0.25,2,0,0.25,0.01,0,0.99,8,NA,"2021"
"2021-07-20","WA.A.6.L.m16","WA","A","L","6","m16",0.25,0,0,0.25,0,0.01,0.99,0,NA,"2021"
"2021-07-23","WA.B.1.U.m4","WA","B","U","1","m4",0.25,0,0,0.25,0,0.6,0.4,0,NA,"2021"
"2021-07-23","WA.B.1.U.m8","WA","B","U","1","m8",0.25,0,0,0.25,0,0.3,0.7,0,NA,"2021"
"2021-07-23","WA.B.1.U.m12","WA","B","U","1","m12",0.25,5,0,0.25,0.1,0.35,0.55,20,NA,"2021"
"2021-07-23","WA.B.1.U.m16","WA","B","U","1","m16",0.25,22,1,0.25,0.25,0.25,0.5,88,NA,"2021"
"2021-07-23","WA.B.2.U.m4","WA","B","U","2","m4",0.25,6,0,0.25,0.25,0.25,0.5,24,NA,"2021"
"2021-07-23","WA.B.2.U.m8","WA","B","U","2","m8",0.25,12,0,0.25,0.3,0.25,0.45,48,NA,"2021"
"2021-07-23","WA.B.2.U.m12","WA","B","U","2","m12",0.25,7,0,0.25,0.12,0.08,0.8,28,NA,"2021"
"2021-07-23","WA.B.2.U.m16","WA","B","U","2","m16",0.25,31,1,0.25,0.1,0.75,0.15,124,NA,"2021"
"2021-07-23","WA.B.3.U.m4","WA","B","U","3","m4",0.25,21,0,0.25,0.1,0.8,0.1,84,NA,"2021"
"2021-07-23","WA.B.3.U.m8","WA","B","U","3","m8",0.25,6,0,0.25,0.05,0.8,0.15,24,NA,"2021"
"2021-07-23","WA.B.3.U.m12","WA","B","U","3","m12",0.25,23,0,0.25,0.2,0.3,0.5,92,NA,"2021"
"2021-07-23","WA.B.3.U.m16","WA","B","U","3","m16",0.25,7,2,0.25,0.13,0.8,0.07,28,NA,"2021"
"2021-07-23","WA.B.4.L.m4","WA","B","L","4","m4",0.25,0,0,0.25,0,0.8,0.2,0,NA,"2021"
"2021-07-23","WA.B.4.L.m8","WA","B","L","4","m8",0.25,7,0,0.25,0.35,0.25,0.35,28,NA,"2021"
"2021-07-23","WA.B.4.L.m12","WA","B","L","4","m12",0.25,17,0,0.25,0.6,0.2,0.2,68,NA,"2021"
"2021-07-23","WA.B.4.L.m16","WA","B","L","4","m16",0.25,4,1,0.25,0.1,0.5,0.4,16,NA,"2021"
"2021-07-23","WA.B.5.L.m4","WA","B","L","5","m4",0.25,4,0,0.25,0.05,0.75,0.2,16,NA,"2021"
"2021-07-23","WA.B.5.L.m8","WA","B","L","5","m8",0.25,4,0,0.25,0.15,0.35,0.5,16,NA,"2021"
"2021-07-23","WA.B.5.L.m12","WA","B","L","5","m12",0.25,10,0,0.25,0.2,0.1,0.7,40,NA,"2021"
"2021-07-23","WA.B.5.L.m16","WA","B","L","5","m16",0.25,22,0,0.25,0.25,0.35,0.4,88,NA,"2021"
"2021-07-23","WA.B.6.L.m4","WA","B","L","6","m4",0.25,5,0,0.25,0.05,0.35,0.6,20,NA,"2021"
"2021-07-23","WA.B.6.L.m8","WA","B","L","6","m8",0.25,1,0,0.25,0.05,0.75,0.2,4,NA,"2021"
"2021-07-23","WA.B.6.L.m12","WA","B","L","6","m12",0.25,2,0,0.25,0.01,0.44,0.35,8,NA,"2021"
"2021-07-23","WA.B.6.L.m16","WA","B","L","6","m16",0.25,1,0,0.25,0.1,0.5,0.4,4,NA,"2021"
"2021-07-21","WA.C.1.U.m4","WA","C","U","1","m4",0.25,0,0,0.25,0,0.95,0.05,0,"no seagrass in any quadrat :(","2021"
"2021-07-21","WA.C.1.U.m8","WA","C","U","1","m8",0.25,0,0,0.25,0,0.9,0.1,0,NA,"2021"
"2021-07-21","WA.C.1.U.m12","WA","C","U","1","m12",0.25,0,0,0.25,0,0.9,0.1,0,NA,"2021"
"2021-07-21","WA.C.1.U.m16","WA","C","U","1","m16",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.2.U.m4","WA","C","U","2","m4",0.25,0,0,0.25,0,0.98,0.02,0,NA,"2021"
"2021-07-21","WA.C.2.U.m8","WA","C","U","2","m8",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.2.U.m12","WA","C","U","2","m12",0.25,0,0,0.25,0,0.9,0.1,0,NA,"2021"
"2021-07-21","WA.C.2.U.m16","WA","C","U","2","m16",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.3.U.m4","WA","C","U","3","m4",0.25,0,0,0.25,0,0.97,0.03,0,NA,"2021"
"2021-07-21","WA.C.3.U.m8","WA","C","U","3","m8",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.3.U.m12","WA","C","U","3","m12",0.25,0,0,0.25,0,0.9,0.1,0,NA,"2021"
"2021-07-21","WA.C.3.U.m16","WA","C","U","3","m16",0.25,0,0,0.25,0,0.98,0.02,0,NA,"2021"
"2021-07-21","WA.C.4.L.m4","WA","C","L","4","m4",0.25,0,0,0.25,0,0.92,0.08,0,NA,"2021"
"2021-07-21","WA.C.4.L.m8","WA","C","L","4","m8",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.4.L.m12","WA","C","L","4","m12",0.25,0,0,0.25,0,0.97,0.03,0,NA,"2021"
"2021-07-21","WA.C.4.L.m16","WA","C","L","4","m16",0.25,0,0,0.25,0,0.97,0.03,0,NA,"2021"
"2021-07-21","WA.C.5.L.m4","WA","C","L","5","m4",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.5.L.m8","WA","C","L","5","m8",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.5.L.m12","WA","C","L","5","m12",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-21","WA.C.5.L.m16","WA","C","L","5","m16",0.25,0,0,0.25,0,0.97,0.03,0,NA,"2021"
"2021-07-21","WA.C.6.L.m4","WA","C","L","6","m4",0.25,0,0,0.25,0,0.75,0.25,0,NA,"2021"
"2021-07-21","WA.C.6.L.m8","WA","C","L","6","m8",0.25,0,0,0.25,0,0.8,0.2,0,NA,"2021"
"2021-07-21","WA.C.6.L.m12","WA","C","L","6","m12",0.25,0,0,0.25,0,0.97,0.03,0,NA,"2021"
"2021-07-21","WA.C.6.L.m16","WA","C","L","6","m16",0.25,0,0,0.25,0,0.9,0.1,0,NA,"2021"
"2021-07-22","WA.D.1.U.m4","WA","D","U","1","m4",0.25,29,1,0.25,0.3,0,0.7,116,NA,"2021"
"2021-07-22","WA.D.1.U.m8","WA","D","U","1","m8",0.25,33,0,0.25,0.3,0.01,0.69,132,NA,"2021"
"2021-07-22","WA.D.1.U.m12","WA","D","U","1","m12",0.25,5,0,0.25,0.02,0.02,0.96,20,NA,"2021"
"2021-07-22","WA.D.1.U.m16","WA","D","U","1","m16",0.25,7,0,0.25,0.1,0.05,0.85,28,NA,"2021"
"2021-07-22","WA.D.2.U.m4","WA","D","U","2","m4",0.25,24,0,0.25,0.08,0,0.92,96,NA,"2021"
"2021-07-22","WA.D.2.U.m8","WA","D","U","2","m8",0.25,0,0,0.25,0,0.9,0.1,0,NA,"2021"
"2021-07-22","WA.D.2.U.m12","WA","D","U","2","m12",0.25,0,0,0.25,0,0,0,0,NA,"2021"
"2021-07-22","WA.D.2.U.m16","WA","D","U","2","m16",0.25,0,0,0.25,0,0.65,0.35,0,NA,"2021"
"2021-07-22","WA.D.3.U.m4","WA","D","U","3","m4",0.25,17,0,0.25,0.1,0.15,0.75,68,NA,"2021"
"2021-07-22","WA.D.3.U.m8","WA","D","U","3","m8",0.25,24,3,0.25,0.25,0,0.75,96,NA,"2021"
"2021-07-22","WA.D.3.U.m12","WA","D","U","3","m12",0.25,29,2,0.25,0.15,0,0.85,116,NA,"2021"
"2021-07-22","WA.D.3.U.m16","WA","D","U","3","m16",0.25,22,2,0.25,0.03,0.01,0.96,88,NA,"2021"
"2021-07-22","WA.D.4.L.m4","WA","D","L","4","m4",0.25,26,0,0.25,0.25,0.08,0.67,104,NA,"2021"
"2021-07-22","WA.D.4.L.m8","WA","D","L","4","m8",0.25,34,1,0.25,0.6,0.11,0.29,136,NA,"2021"
"2021-07-22","WA.D.4.L.m12","WA","D","L","4","m12",0.25,24,0,0.25,0.25,0.01,0.74,96,NA,"2021"
"2021-07-22","WA.D.4.L.m16","WA","D","L","4","m16",0.25,38,0,0.25,0.4,0.2,0.4,152,NA,"2021"
"2021-07-22","WA.D.5.L.m4","WA","D","L","5","m4",0.25,36,0,0.25,0.65,0.01,0.34,144,NA,"2021"
"2021-07-22","WA.D.5.L.m8","WA","D","L","5","m8",0.25,0,0,0.25,0.01,0.89,0.1,0,NA,"2021"
"2021-07-22","WA.D.5.L.m12","WA","D","L","5","m12",0.25,1,0,0.25,0.01,0.91,0.08,4,NA,"2021"
"2021-07-22","WA.D.5.L.m16","WA","D","L","5","m16",0.25,0,0,0.25,0,0.95,0.05,0,NA,"2021"
"2021-07-22","WA.D.6.L.m4","WA","D","L","6","m4",0.25,23,2,0.25,0.3,0,0.7,92,NA,"2021"
"2021-07-22","WA.D.6.L.m8","WA","D","L","6","m8",0.25,33,1,0.25,0.65,0.02,0.33,132,NA,"2021"
"2021-07-22","WA.D.6.L.m12","WA","D","L","6","m12",0.25,11,0,0.25,0.25,0.02,0.73,44,NA,"2021"
"2021-07-22","WA.D.6.L.m16","WA","D","L","6","m16",0.25,19,0,0.25,0.1,0.01,0.89,76,NA,"2021"
"2021-07-24","WA.E.1.U.m4","WA","E","U","1","m4",0.25,0,0,0.25,0,0,1,0,NA,"2021"
"2021-07-24","WA.E.1.U.m8","WA","E","U","1","m8",0.25,7,0,0.25,0.1,0.02,0.88,28,NA,"2021"
"2021-07-24","WA.E.1.U.m12","WA","E","U","1","m12",0.25,0,0,0.25,0,0.01,0.99,0,NA,"2021"
"2021-07-24","WA.E.1.U.m16","WA","E","U","1","m16",0.25,5,0,0.25,0.01,0,0.99,20,NA,"2021"
"2021-07-24","WA.E.2.U.m4","WA","E","U","2","m4",0.25,0,0,0.25,0,0.02,0.98,0,NA,"2021"
"2021-07-24","WA.E.2.U.m8","WA","E","U","2","m8",0.25,0,0,0.25,0,0,1,0,NA,"2021"
"2021-07-24","WA.E.2.U.m12","WA","E","U","2","m12",0.25,16,0,0.25,0.45,0.02,0.53,64,NA,"2021"
"2021-07-24","WA.E.2.U.m16","WA","E","U","2","m16",0.25,0,0,0.25,0,0.05,0.95,0,NA,"2021"
"2021-07-24","WA.E.3.U.m4","WA","E","U","3","m4",0.25,43,0,0.25,0.6,0.1,0.3,172,NA,"2021"
"2021-07-24","WA.E.3.U.m8","WA","E","U","3","m8",0.25,0,0,0.25,0,0.01,0.99,0,NA,"2021"
"2021-07-24","WA.E.3.U.m12","WA","E","U","3","m12",0.25,0,0,0.25,0,0.08,0.92,0,NA,"2021"
"2021-07-24","WA.E.3.U.m16","WA","E","U","3","m16",0.25,4,2,0.25,0.05,0.02,0.93,16,NA,"2021"
"2021-07-24","WA.E.4.L.m4","WA","E","L","4","m4",0.25,24,0,0.25,0.65,0,0.35,96,NA,"2021"
"2021-07-24","WA.E.4.L.m8","WA","E","L","4","m8",0.25,17,1,0.25,0.35,0,0.65,68,NA,"2021"
"2021-07-24","WA.E.4.L.m12","WA","E","L","4","m12",0.25,29,0,0.25,0.38,0.02,0.6,116,NA,"2021"
"2021-07-24","WA.E.4.L.m16","WA","E","L","4","m16",0.25,18,1,0.25,0.3,0,0.7,72,NA,"2021"
"2021-07-24","WA.E.5.L.m4","WA","E","L","5","m4",0.25,0,0,0.25,0,0,1,0,NA,"2021"
"2021-07-24","WA.E.5.L.m8","WA","E","L","5","m8",0.25,0,0,0.25,0,0.01,0.99,0,NA,"2021"
"2021-07-24","WA.E.5.L.m12","WA","E","L","5","m12",0.25,3,0,0.25,0.05,0.01,0.94,12,NA,"2021"
"2021-07-24","WA.E.5.L.m16","WA","E","L","5","m16",0.25,7,0,0.25,0.03,0.02,0.95,28,NA,"2021"
"2021-07-24","WA.E.6.L.m4","WA","E","L","6","m4",0.25,3,0,0.25,0.15,0.1,0.75,12,NA,"2021"
"2021-07-24","WA.E.6.L.m8","WA","E","L","6","m8",0.25,0,0,0.25,0,0.07,0.93,0,NA,"2021"
"2021-07-24","WA.E.6.L.m12","WA","E","L","6","m12",0.25,1,0,0.25,0.01,0.01,0.98,4,NA,"2021"
"2021-07-24","WA.E.6.L.m16","WA","E","L","6","m16",0.25,2,0,0.25,0.08,0.02,0.9,8,NA,"2021"
